1.5707,-9.855,-0.5411,-0.1449,-0.7084,-0.0985
1.9442,-9.721,1.2977,-0.4311,-0.9856,-0.1404
2.0256,-10.0609,4.1853,-0.5139,-1.2047,-0.2547
1.0679,-12.8288,13.3986,-0.7439,-0.5791,-0.2687
0.4932,-13.2454,17.7994,-0.2818,0.806,0.1548
2.8732,-11.8232,15.1178,0.9232,2.8836,0.7808
4.985,-9.2852,8.9643,1.2708,4.386,1.068
5.6745,-8.6627,-0.182,1.5342,4.386,0.9922
5.9427,-8.1168,-19.236,0.7682,4.386,0.7965
5.2388,-7.5182,-23.6368,0.3267,2.2242,0.4981
4.1374,-7.8103,-18.7188,-0.352,-0.8115,-0.0778
2.6673,-9.0984,-8.5046,-0.8934,-3.0431,-0.5881
0.6704,-11.2437,-0.7327,-0.8488,-3.9721,-0.7237
0.0192,-9.5964,6.4599,-0.5777,-2.9752,-0.1359
0.7087,-8.9787,6.7137,-0.3335,-2.2016,-0.0904
