-2.5284,-9.9125,-6.0002,3.3513,-1.5646,1.1952
-1.8867,-9.6204,-4.6689,3.142,-1.6726,1.5886
-0.1101,-9.7353,3.8309,2.6431,-1.4863,1.7826
-0.2059,-11.2821,7.3506,3.1305,-0.5193,1.8265
0.2394,-12.8048,9.29,3.7048,1.4188,2.3766
1.5036,-10.5111,8.7441,3.1421,4.2066,3.6583
5.392,-4.1996,6.3689,0.9671,4.3871,4.3551
7.4032,1.7479,-0.9386,-1.2426,4.3871,4.3551
4.5013,5.3489,-9.6826,-2.1043,4.3871,3.5135
-2.7247,1.4222,-26.8691,1.2127,4.3871,-0.4192
-4.0081,-0.9817,-22.8706,1.5285,1.3171,-1.3159
-4.8557,-1.585,-17.4019,0.5973,-0.2674,-1.2123
-4.9132,-1.5611,-12.4409,-0.4805,-0.7999,-1.0343
-4.2763,-3.2419,-6.6179,-1.0523,-1.2878,-1.758
-3.7016,-4.6354,-6.2444,-0.7929,-1.514,-2.2282
